iter	Passed	Remaining
643	23443	12959
644	23529	12950
645	23568	12915
646	23594	12873
647	23619	12830
648	23644	12787
649	23668	12744
650	23692	12701
651	23717	12658
652	23742	12616
653	23768	12574
654	23792	12531
655	23816	12489
656	23844	12448
657	23915	12430
658	23942	12388
659	23965	12345
660	23989	12302
661	24017	12262
662	24067	12233
663	24144	12217
664	24191	12186
665	24217	12144
666	24239	12101
667	24262	12058
668	24285	12015
669	24330	11983
670	24389	11958
671	24416	11917
672	24442	11876
673	24466	11833
674	24490	11791
675	24517	11750
676	24541	11708
677	24565	11666
678	24588	11624
679	24613	11582
680	24662	11552
681	24736	11533
682	24805	11512
683	24828	11470
684	24851	11428
685	24880	11388
686	24953	11368
687	25035	11353
688	25066	11314
689	25089	11272
690	25114	11230
691	25152	11195
692	25188	11158
693	25215	11117
694	25238	11076
695	25262	11034
696	25286	10992
697	25311	10951
698	25336	10910
699	25397	10884
700	25504	10878
701	25585	10860
702	25609	10819
703	25632	10777
704	25660	10737
705	25699	10701
706	25780	10683
707	25814	10646
708	25838	10604
709	25888	10574
710	25954	10549
711	25984	10510
712	26007	10468
713	26031	10427
714	26056	10386
715	26083	10345
716	26143	10318
717	26250	10310
718	26283	10272
719	26311	10232
720	26336	10191
721	26360	10150
722	26385	10108
723	26408	10067
724	26431	10025
725	26474	9991
726	26583	9982
727	26611	9942
728	26633	9900
729	26654	9858
730	26676	9816
731	26700	9775
732	26724	9734
733	26748	9693
734	26773	9652
735	26794	9611
736	26826	9573
737	26854	9533
738	26899	9500
739	26959	9472
740	27073	9462
741	27104	9424
742	27128	9383
743	27150	9342
744	27173	9300
745	27209	9264
746	27241	9226
747	27286	9192
748	27316	9154
749	27339	9113
750	27369	9074
751	27454	9054
752	27506	9022
753	27533	8983
754	27557	8942
755	27582	8902
756	27615	8864
757	27700	8843
758	27757	8813
759	27781	8773
760	27804	8732
761	27827	8691
762	27859	8653
763	27883	8613
764	27907	8572
765	27932	8532
766	27966	8495
767	28060	8476
768	28125	8448
769	28148	8408
770	28171	8367
771	28199	8328
772	28251	8296
773	28312	8266
774	28339	8227
775	28362	8187
776	28387	8147
777	28410	8106
778	28433	8066
779	28467	8029
780	28518	7996
781	28590	7970
782	28622	7932
783	28645	7892
784	28668	7851
785	28693	7812
786	28744	7779
787	28847	7761
788	28887	7725
789	28909	7684
790	28931	7644
791	28955	7604
792	28999	7569
793	29066	7541
794	29114	7507
795	29139	7467
796	29163	7428
797	29208	7393
798	29246	7357
799	29290	7322
800	29401	7304
801	29437	7267
802	29461	7227
803	29496	7190
804	29577	7164
805	29635	7133
806	29658	7093
807	29683	7053
808	29706	7013
809	29730	6973
810	29755	6934
811	29779	6894
812	29810	6856
813	29892	6830
814	29924	6792
815	29947	6752
816	29972	6713
817	29992	6673
818	30046	6640
819	30084	6604
820	30115	6566
821	30137	6526
822	30160	6486
823	30184	6447
824	30214	6409
825	30276	6377
826	30337	6346
827	30364	6307
828	30405	6271
829	30433	6233
830	30455	6193
831	30475	6153
832	30503	6115
833	30547	6080
834	30623	6051
835	30659	6014
836	30685	5975
837	30709	5936
838	30730	5897
839	30754	5858
840	30782	5819
841	30859	5790
842	30887	5752
843	30909	5713
844	30931	5673
845	30955	5635
846	30982	5596
847	31009	5558
848	31031	5519
849	31054	5480
850	31084	5442
851	31145	5410
852	31177	5372
853	31206	5335
854	31232	5296
855	31255	5257
856	31283	5220
857	31309	5181
858	31336	5143
859	31363	5105
860	31386	5067
861	31448	5034
862	31535	5006
863	31571	4969
864	31601	4932
865	31624	4893
866	31652	4855
867	31677	4817
868	31700	4778
869	31725	4740
870	31768	4705
871	31871	4678
872	31904	4641
873	31926	4602
874	31955	4565
875	32043	4535
876	32073	4498
877	32097	4460
878	32121	4421
879	32161	4385
880	32221	4352
881	32244	4313
882	32268	4275
883	32294	4237
884	32385	4208
885	32434	4173
886	32462	4135
887	32486	4097
888	32509	4059
889	32533	4020
890	32557	3982
891	32579	3944
892	32603	3906
893	32625	3868
894	32647	3830
895	32676	3792
896	32700	3754
897	32727	3717
898	32760	3680
899	32786	3642
900	32814	3605
901	32840	3567
902	32868	3530
903	32893	3493
904	32916	3455
905	32978	3421
906	33049	3388
907	33079	3351
908	33100	3313
909	33122	3275
910	33149	3238
911	33202	3203
912	33224	3166
913	33247	3128
914	33271	3090
915	33294	3053
916	33319	3015
917	33343	2978
918	33367	2941
919	33391	2903
920	33426	2867
921	33474	2831
922	33522	2796
923	33550	2759
924	33573	2722
925	33597	2684
926	33659	2650
927	33731	2617
928	33759	2580
929	33782	2542
930	33807	2505
931	33848	2469
932	33917	2435
933	33941	2398
934	33964	2361
935	33989	2324
936	34012	2286
937	34039	2249
938	34072	2213
939	34096	2176
940	34139	2140
941	34229	2107
942	34262	2070
943	34287	2033
944	34311	1996
945	34343	1960
946	34425	1926
947	34501	1892
948	34525	1855
949	34548	1818
950	34569	1781
951	34593	1744
952	34617	1707
953	34640	1670
954	34666	1633
955	34690	1596
956	34719	1560
957	34745	1523
958	34787	1487
959	34865	1452
960	34913	1416
961	34940	1380
962	34965	1343
963	34990	1306
964	35016	1270
965	35041	1233
966	35064	1196
967	35099	1160
968	35121	1123
969	35150	1087
970	35190	1050
971	35245	1015
972	35271	978
973	35296	942
974	35325	905
975	35402	870
976	35451	834
977	35486	798
978	35512	761
979	35536	725
980	35561	688
981	35585	652
982	35609	615
983	35636	579
984	35676	543
985	35750	507
986	35778	471
987	35803	434
988	35826	398
989	35852	362
990	35890	325
991	35989	290
992	36054	254
993	36081	217
994	36103	181
995	36127	145
996	36162	108
997	36241	72
998	36306	36
999	36334	0
