iter	Passed	Remaining
127	4281	29170
128	4305	29071
129	4335	29016
130	4429	29386
131	4499	29587
132	4522	29481
133	4546	29380
134	4567	29266
135	4606	29263
136	4670	29423
137	4704	29387
138	4730	29299
139	4828	29662
140	4906	29890
141	4929	29787
142	4953	29688
143	4976	29580
144	4999	29476
145	5022	29376
146	5047	29287
147	5077	29228
148	5150	29415
149	5214	29546
150	5243	29481
151	5266	29383
152	5291	29295
153	5315	29199
154	5339	29109
155	5364	29021
156	5407	29036
157	5499	29309
158	5523	29213
159	5547	29124
160	5571	29031
161	5599	28963
162	5642	28974
163	5688	28995
164	5762	29159
165	5831	29295
166	5853	29197
167	5878	29111
168	5902	29023
169	5936	28983
170	5983	29007
171	6005	28911
172	6029	28823
173	6053	28738
174	6078	28654
175	6105	28584
176	6139	28545
177	6199	28629
178	6272	28767
179	6298	28695
180	6326	28627
181	6362	28598
182	6410	28621
183	6506	28853
184	6533	28782
185	6557	28699
186	6582	28616
187	6605	28528
188	6629	28447
189	6654	28367
190	6692	28346
191	6733	28338
192	6769	28305
193	6838	28412
194	6918	28559
195	6942	28479
196	6967	28398
197	6989	28312
198	7014	28232
199	7056	28225
200	7150	28423
201	7182	28373
202	7204	28285
203	7228	28205
204	7260	28157
205	7311	28181
206	7335	28102
207	7394	28157
208	7454	28213
209	7507	28243
210	7534	28175
211	7558	28094
212	7601	28085
213	7652	28105
214	7707	28141
215	7798	28306
216	7857	28352
217	7882	28276
218	7906	28196
219	7922	28088
220	7977	28121
221	8058	28242
222	8086	28174
223	8110	28097
224	8118	27965
225	8147	27902
226	8206	27945
227	8272	28008
228	8302	27951
229	8325	27872
230	8349	27795
231	8374	27723
232	8420	27719
233	8513	27869
234	8573	27909
235	8596	27828
236	8618	27745
237	8643	27673
238	8689	27669
239	8753	27720
240	8778	27646
241	8801	27569
242	8825	27493
243	8849	27420
244	8877	27356
245	8935	27387
246	8979	27375
247	9006	27311
248	9052	27301
249	9118	27354
250	9144	27287
251	9167	27211
252	9231	27256
253	9292	27292
254	9320	27230
255	9345	27160
256	9369	27087
257	9431	27124
258	9466	27083
259	9490	27011
260	9515	26942
261	9565	26943
262	9600	26903
263	9625	26836
264	9677	26841
265	9759	26931
266	9793	26885
267	9817	26814
268	9841	26744
269	9882	26718
270	9963	26801
271	9993	26748
272	10014	26667
273	10035	26590
274	10058	26517
275	10082	26447
276	10106	26379
277	10129	26308
278	10157	26250
279	10218	26276
280	10295	26343
281	10319	26274
282	10342	26204
283	10367	26136
284	10413	26125
285	10487	26180
286	10569	26257
287	10595	26195
288	10618	26123
289	10641	26053
290	10670	25997
291	10735	26030
292	10797	26054
293	10823	25991
294	10846	25920
295	10871	25857
296	10922	25853
297	10990	25890
298	11041	25887
299	11070	25831
300	11094	25764
301	11118	25697
302	11163	25679
303	11269	25801
304	11306	25763
305	11329	25696
306	11354	25631
307	11379	25567
308	11424	25548
309	11505	25608
310	11566	25624
311	11592	25562
312	11616	25496
313	11639	25429
314	11669	25377
315	11750	25434
316	11800	25425
317	11823	25357
318	11847	25293
319	11918	25327
320	11947	25272
321	11974	25213
322	11998	25149
323	12033	25106
324	12112	25156
325	12180	25183
326	12208	25126
327	12232	25061
328	12269	25024
329	12300	24973
330	12323	24908
331	12362	24874
332	12449	24935
333	12488	24901
334	12511	24836
335	12544	24790
336	12569	24728
337	12592	24664
338	12617	24602
339	12651	24559
340	12690	24525
341	12748	24527
342	12840	24595
343	12896	24592
344	12920	24530
345	12945	24469
346	12967	24403
347	12987	24333
348	13010	24269
349	13048	24233
350	13087	24199
351	13113	24141
352	13136	24078
353	13164	24023
354	13188	23962
355	13211	23899
356	13244	23854
357	13319	23885
358	13386	23900
359	13412	23844
360	13437	23785
361	13460	23722
362	13486	23665
363	13548	23673
364	13642	23734
365	13689	23714
366	13712	23652
367	13737	23592
368	13777	23559
369	13831	23551
370	13926	23611
371	13959	23566
372	13983	23505
373	14008	23447
374	14061	23435
375	14158	23496
376	14191	23452
377	14215	23391
378	14238	23329
379	14262	23269
380	14306	23242
381	14408	23310
382	14442	23266
383	14465	23205
384	14491	23149
385	14523	23102
386	14575	23087
387	14609	23043
388	14646	23005
389	14672	22949
390	14700	22897
391	14751	22879
392	14823	22894
393	14849	22839
394	14875	22783
395	14898	22724
396	14926	22671
397	14952	22616
398	14995	22587
399	15063	22595
400	15094	22546
401	15116	22487
402	15139	22427
403	15174	22386
404	15263	22424
405	15349	22456
406	15377	22404
407	15402	22348
408	15427	22292
409	15451	22235
410	15529	22254
411	15613	22282
412	15652	22247
413	15675	22187
414	15698	22129
415	15730	22083
416	15811	22106
417	15882	22114
418	15905	22055
419	15927	21995
420	15951	21938
421	15983	21891
422	16070	21921
423	16117	21894
424	16141	21838
425	16166	21782
426	16192	21729
427	16216	21672
428	16238	21613
429	16261	21556
430	16298	21516
431	16384	21542
432	16457	21550
433	16480	21492
434	16504	21436
435	16528	21380
436	16552	21325
437	16600	21299
438	16686	21323
439	16732	21295
440	16755	21238
441	16778	21181
442	16815	21142
443	16907	21172
444	16940	21128
445	16965	21073
446	16988	21016
447	17011	20960
448	17035	20905
449	17068	20862
450	17123	20844
451	17218	20875
452	17261	20843
453	17284	20787
454	17308	20731
455	17362	20712
456	17445	20728
457	17499	20709
458	17523	20654
459	17545	20596
460	17568	20541
461	17635	20536
462	17723	20556
463	17753	20507
464	17777	20453
465	17801	20398
466	17835	20356
467	17905	20353
468	17950	20323
469	17977	20272
470	18001	20218
471	18023	20162
472	18047	20107
473	18070	20053
474	18115	20022
475	18201	20037
476	18253	20013
477	18278	19960
478	18302	19907
479	18324	19851
480	18360	19811
481	18413	19789
482	18477	19778
483	18560	19788
484	18583	19732
485	18604	19676
486	18628	19622
487	18664	19582
488	18700	19541
489	18730	19494
490	18753	19440
491	18776	19387
492	18822	19357
493	18908	19368
494	18956	19339
495	18979	19285
496	19002	19231
497	19027	19179
498	19049	19125
499	19072	19072
500	19093	19017
501	19122	18969
502	19167	18939
503	19223	18917
504	19252	18871
505	19277	18819
506	19300	18767
507	19366	18756
508	19428	18741
509	19471	18708
510	19497	18658
511	19528	18613
512	19597	18604
513	19695	18623
514	19724	18575
515	19748	18523
516	19774	18474
517	19829	18451
518	19898	18441
519	19944	18410
520	19966	18357
521	19990	18305
522	20014	18254
523	20053	18216
524	20103	18188
525	20210	18212
526	20259	18183
527	20287	18135
528	20311	18084
529	20334	18032
530	20355	17979
531	20378	17927
532	20401	17875
533	20424	17823
534	20450	17775
535	20504	17750
536	20557	17724
537	20584	17676
538	20609	17626
539	20632	17575
540	20655	17524
541	20678	17473
542	20701	17422
543	20735	17381
544	20770	17340
545	20817	17309
546	20897	17305
547	20927	17261
548	20948	17209
549	20972	17159
550	20995	17108
551	21017	17057
552	21040	17007
553	21075	16967
554	21185	16986
555	21223	16948
556	21245	16897
557	21269	16847
558	21291	16796
559	21317	16749
560	21349	16706
561	21384	16666
562	21454	16652
563	21532	16645
564	21555	16595
565	21578	16545
566	21611	16503
567	21685	16493
568	21743	16470
569	21767	16421
570	21794	16374
571	21844	16345
572	21878	16303
573	21915	16264
574	21987	16251
575	22040	16224
576	22063	16174
577	22088	16127
578	22120	16084
579	22186	16065
580	22242	16040
581	22269	15993
582	22293	15945
583	22317	15897
584	22341	15849
585	22366	15801
586	22389	15753
587	22418	15708
588	22487	15691
589	22552	15672
590	22578	15625
591	22602	15577
592	22638	15537
593	22686	15506
594	22713	15460
595	22759	15427
596	22854	15428
597	22890	15388
598	22914	15340
599	22937	15291
600	22963	15245
601	23008	15211
602	23065	15185
603	23125	15161
604	23180	15134
605	23208	15089
606	23234	15043
607	23270	15003
608	23296	14957
609	23319	14909
610	23344	14862
611	23368	14815
612	23391	14767
613	23415	14720
614	23441	14674
615	23472	14632
616	23532	14607
617	23619	14599
618	23643	14552
619	23665	14504
620	23689	14457
621	23714	14411
622	23775	14387
623	23839	14364
624	23876	14325
625	23900	14279
626	23923	14231
627	23976	14202
628	24030	14173
629	24088	14147
630	24158	14127
631	24184	14082
632	24206	14034
633	24229	13987
634	24253	13941
635	24285	13898
636	24341	13871
637	24366	13825
638	24388	13778
639	24410	13730
640	24432	13683
641	24454	13636
642	24478	13590
643	24550	13571
644	24654	13569
645	24717	13544
646	24742	13499
647	24765	13453
648	24790	13407
649	24848	13380
650	24887	13342
651	24912	13296
652	24934	13250
653	24958	13204
654	24982	13158
655	25021	13121
656	25061	13084
657	25115	13054
658	25205	13042
659	25253	13009
660	25277	12963
661	25302	12918
662	25326	12873
663	25348	12827
664	25371	12781
665	25395	12736
666	25418	12690
667	25444	12646
668	25467	12600
669	25489	12554
670	25533	12519
671	25628	12509
672	25684	12479
673	25713	12436
674	25739	12392
675	25762	12347
676	25802	12310
677	25844	12274
678	25876	12233
679	25900	12188
680	25926	12144
681	25970	12109
682	26052	12091
683	26088	12052
684	26115	12009
685	26164	11976
686	26206	11939
687	26236	11898
688	26323	11882
689	26371	11848
690	26394	11802
691	26417	11757
692	26439	11712
693	26462	11668
694	26486	11623
695	26507	11578
696	26576	11553
697	26635	11524
698	26658	11479
699	26682	11435
700	26709	11392
701	26781	11368
702	26847	11342
703	26871	11298
704	26896	11254
705	26940	11218
706	26981	11181
707	27011	11140
708	27033	11095
709	27056	11051
710	27097	11014
711	27168	10989
712	27244	10966
713	27282	10928
714	27305	10883
715	27326	10839
716	27349	10794
717	27373	10751
718	27398	10707
719	27432	10668
720	27485	10635
721	27509	10592
722	27559	10558
723	27663	10545
724	27688	10502
725	27714	10459
726	27736	10415
727	27767	10374
728	27829	10345
729	27910	10322
730	27937	10280
731	27961	10237
732	27984	10193
733	28007	10149
734	28042	10110
735	28132	10090
736	28197	10062
737	28221	10019
738	28246	9976
739	28273	9933
740	28297	9890
741	28322	9847
742	28347	9805
743	28372	9762
744	28400	9721
745	28435	9681
746	28459	9638
747	28483	9595
748	28508	9553
749	28534	9511
750	28561	9469
751	28596	9430
752	28626	9390
753	28654	9348
754	28681	9307
755	28707	9265
756	28735	9224
757	28760	9182
758	28787	9140
759	28811	9098
760	28835	9056
761	28862	9014
762	28888	8973
763	28911	8930
764	28937	8889
765	28964	8848
766	28993	8807
767	29017	8765
768	29041	8723
769	29069	8682
770	29093	8641
771	29118	8599
772	29140	8557
773	29165	8516
774	29191	8475
775	29218	8434
776	29242	8392
777	29267	8351
778	29298	8311
779	29322	8270
780	29344	8228
781	29369	8187
782	29395	8146
783	29418	8104
784	29443	8064
785	29466	8022
786	29492	7982
787	29515	7940
788	29554	7903
789	29647	7880
790	29690	7844
791	29714	7803
792	29737	7762
793	29761	7721
794	29799	7684
795	29849	7649
796	29954	7629
797	29992	7592
798	30014	7550
799	30036	7509
800	30072	7471
801	30125	7437
802	30226	7415
803	30259	7376
804	30284	7335
805	30307	7294
806	30329	7253
807	30354	7212
808	30397	7176
809	30438	7139
810	30460	7098
811	30483	7057
812	30506	7016
813	30538	6978
814	30624	6951
815	30697	6922
816	30723	6881
817	30751	6842
818	30801	6807
819	30904	6783
820	30945	6746
821	30967	6705
822	30990	6664
823	31025	6626
824	31125	6602
825	31203	6573
826	31230	6533
827	31253	6492
828	31275	6451
829	31297	6410
830	31319	6369
831	31344	6329
832	31383	6291
833	31468	6263
834	31506	6225
835	31530	6185
836	31560	6146
837	31620	6112
838	31700	6083
839	31729	6043
840	31753	6003
841	31774	5962
842	31799	5922
843	31855	5888
844	31959	5862
845	31991	5823
846	32015	5783
847	32045	5744
848	32076	5705
849	32100	5664
850	32126	5625
851	32163	5587
852	32243	5556
853	32337	5528
854	32363	5488
855	32393	5449
856	32429	5411
857	32456	5371
858	32481	5331
859	32508	5292
860	32573	5258
861	32641	5225
862	32669	5186
863	32699	5147
864	32729	5108
865	32754	5068
866	32779	5028
867	32803	4988
868	32825	4948
869	32849	4908
870	32872	4868
871	32918	4832
872	32952	4793
873	32982	4754
874	33046	4720
875	33119	4688
876	33147	4648
877	33171	4609
878	33195	4569
879	33225	4530
880	33282	4495
881	33334	4459
882	33366	4421
883	33401	4382
884	33461	4348
885	33530	4314
886	33562	4275
887	33585	4236
888	33610	4196
889	33635	4157
890	33663	4118
891	33688	4078
892	33712	4039
893	33736	4000
894	33760	3960
895	33784	3921
896	33809	3882
897	33848	3844
898	33924	3811
899	33964	3773
900	33987	3734
901	34017	3695
902	34060	3658
903	34138	3625
904	34193	3589
905	34216	3550
906	34251	3511
907	34294	3474
908	34392	3443
909	34446	3406
910	34470	3367
911	34496	3328
912	34519	3289
913	34563	3252
914	34639	3217
915	34677	3179
916	34702	3140
917	34727	3102
918	34750	3062
919	34774	3023
920	34799	2984
921	34822	2945
922	34846	2907
923	34869	2868
924	34893	2829
925	34916	2790
926	34944	2751
927	35007	2716
928	35087	2681
929	35118	2643
930	35141	2604
931	35164	2565
932	35192	2527
933	35273	2492
934	35338	2456
935	35402	2420
936	35464	2384
937	35490	2345
938	35513	2307
939	35538	2268
940	35562	2229
941	35586	2191
942	35609	2152
943	35634	2113
944	35660	2075
945	35689	2037
946	35755	2001
947	35801	1963
948	35826	1925
949	35851	1886
950	35875	1848
951	35899	1810
952	35922	1771
953	35980	1734
954	36030	1697
955	36056	1659
956	36080	1621
957	36104	1582
958	36126	1544
959	36149	1506
960	36186	1468
961	36286	1433
962	36323	1395
963	36353	1357
964	36396	1320
965	36449	1282
966	36473	1244
967	36524	1207
968	36565	1169
969	36593	1131
970	36615	1093
971	36643	1055
972	36688	1018
973	36774	981
974	36800	943
975	36824	905
976	36846	867
977	36870	829
978	36895	791
979	36918	753
980	36946	715
981	36983	677
982	37023	640
983	37116	603
984	37173	566
985	37197	528
986	37221	490
987	37244	452
988	37269	414
989	37293	376
990	37325	338
991	37411	301
992	37447	263
993	37470	226
994	37493	188
995	37526	150
996	37598	113
997	37645	75
998	37670	37
999	37695	0
