iter	RMSE	R2
120	268.1065828	0.8300025056
121	267.4690947	0.8308099646
122	265.8930232	0.8327980071
123	265.2859715	0.8335606024
124	263.7966841	0.8354241032
125	263.284443	0.8360626305
126	262.6098135	0.8369016872
127	261.5214687	0.8382507563
128	261.228105	0.8386134396
129	260.727713	0.8392311312
130	260.0432115	0.8400741722
131	259.5637283	0.84066339
132	259.1137698	0.8412153371
133	258.8640016	0.841521305
134	258.4657624	0.8420085406
135	257.1398099	0.8436254033
136	256.7168073	0.8441394618
137	256.3244664	0.8446155018
138	256.0381422	0.8449624487
139	255.6562187	0.8454246323
140	255.1765324	0.846004146
141	254.8159268	0.8464390804
142	253.8669033	0.8475807794
143	253.3819103	0.8481625933
144	252.8858765	0.8487565011
145	252.5637651	0.8491415462
146	251.5638329	0.8503337173
147	251.1071725	0.8508765985
148	250.7573075	0.8512918531
149	250.4677025	0.8516351473
150	249.9994028	0.8521894244
151	249.5199212	0.8527558617
152	248.6441082	0.8537876992
153	248.3617471	0.854119589
154	248.0125872	0.8545294733
155	247.5672702	0.8550514011
156	247.3402273	0.8553171427
157	247.1012726	0.8555965631
158	246.7073429	0.8560566131
159	245.9457465	0.8569439603
160	245.67782	0.8572554732
161	245.4546894	0.8575146436
162	244.8344044	0.858233879
163	244.5790148	0.8585294805
164	244.3344084	0.8588123118
165	244.1688585	0.8590035716
166	243.8649333	0.8593543593
167	243.6796155	0.8595680368
168	242.8385671	0.8605357522
169	242.4729596	0.860955379
170	242.2515976	0.8612091405
171	241.863874	0.8616530543
172	241.5795503	0.8619781315
173	241.3918334	0.8621925451
174	241.1359951	0.8624844997
175	240.2151627	0.8635327626
176	239.9075954	0.8638819994
177	239.6329865	0.8641934344
178	239.3581122	0.8645048133
179	238.4917522	0.8654838917
180	238.241187	0.8657663949
181	237.3570219	0.8667608865
182	237.1124979	0.8670352697
183	236.8543662	0.8673246153
184	236.5342313	0.8676830239
185	236.0130676	0.8682654582
186	235.1775209	0.8691965552
187	234.8386568	0.8695732294
188	234.4599279	0.8699935738
189	234.2130077	0.8702672607
190	233.9886086	0.8705157351
191	233.7728151	0.8707544559
192	233.6102463	0.8709341517
193	233.3881364	0.8711794592
194	233.2127613	0.871372986
195	233.0071543	0.8715996885
196	232.6683202	0.871972851
197	232.0935405	0.8726046217
198	231.8358233	0.8728873849
199	231.5931986	0.8731533016
200	231.4993392	0.8732560969
201	231.1365781	0.8736530029
202	230.9927597	0.8738101859
203	230.6048508	0.8742336542
204	230.3245482	0.8745392089
205	230.1210356	0.8747608229
206	229.7887563	0.8751222357
207	229.6847544	0.8752352489
208	229.2339643	0.8757245067
209	229.033966	0.8759412638
210	228.8738325	0.8761146792
211	228.8259994	0.8761664563
212	228.6341919	0.8763739698
213	228.4697286	0.8765517615
214	228.2229794	0.8768182677
215	227.9625607	0.8770992257
216	227.3484053	0.8777605492
217	227.1844765	0.8779367662
218	226.9074785	0.8782342396
219	226.8601647	0.8782850144
220	226.6020247	0.8785618514
221	226.5526324	0.8786147852
222	226.3628232	0.8788180967
223	226.3087742	0.8788759594
224	226.2893131	0.8788967903
225	226.0189274	0.8791860219
226	225.0986202	0.8801678831
227	224.8925225	0.8803872164
228	224.6299726	0.8806663364
229	224.3330823	0.8809815712
230	224.2724993	0.8810458463
231	224.1208243	0.8812066888
232	223.7778002	0.8815700444
233	223.7099519	0.8816418483
234	223.3921195	0.8819779203
235	223.2544123	0.8821233819
236	223.1079415	0.8822780021
237	222.9988228	0.882393126
238	222.2628138	0.8831681693
239	222.1756389	0.8832597978
240	221.9987832	0.8834455783
241	221.9757469	0.8834697662
242	221.7986115	0.883655673
243	221.656537	0.8838046755
244	221.5176342	0.8839502592
245	221.3424745	0.8841337137
246	221.1835585	0.8843000296
247	220.9168469	0.8845788924
248	220.6604983	0.8848466028
249	220.5009686	0.8850130463
250	220.3501711	0.8851702683
251	220.1596963	0.8853687045
252	219.9033402	0.8856355047
253	219.7571176	0.8857875452
254	219.5683871	0.8859836356
255	219.4412373	0.8861156487
256	219.2927311	0.8862697383
257	219.1155238	0.8864534717
258	219.0485856	0.8865228363
259	218.6454797	0.8869401065
260	218.3885191	0.8872056951
261	218.3157316	0.8872808698
262	218.1304308	0.8874721348
263	217.9486516	0.8876596071
264	217.8070481	0.8878055371
265	217.5068608	0.8881145826
266	217.3693872	0.8882559706
267	217.2243717	0.8884050183
268	217.1555164	0.8884757534
269	217.0386305	0.8885957789
270	216.924271	0.8887131476
271	216.6342901	0.8890104817
272	216.5634549	0.8890830528
273	216.3717524	0.8892793338
274	215.8329136	0.8898301108
275	215.4106914	0.890260728
276	215.2220013	0.890452897
277	215.1101906	0.8905666899
278	214.9095709	0.8907707178
279	214.7913447	0.8908908633
280	214.6166729	0.8910682497
281	214.4441676	0.8912432944
282	214.3575973	0.8913310861
283	214.2539912	0.8914361073
284	214.0590628	0.8916335604
285	213.9404636	0.8917536077
286	213.833714	0.8918616039
287	213.3478972	0.8923524131
288	213.1143618	0.892587951
289	212.9869876	0.8927163086
290	212.7958115	0.8929088169
291	212.3886956	0.8933181935
292	212.289355	0.8934179668
293	212.1207032	0.8935872462
294	211.9032183	0.8938053419
295	211.7036466	0.8940052772
296	211.5830052	0.894126047
297	211.3610061	0.8943481027
298	211.0280749	0.8946806815
299	210.9558141	0.8947527966
300	210.7288376	0.8949791549
301	210.3785698	0.8953279904
302	210.1428599	0.8955624098
303	209.4491566	0.8962507902
304	209.2395568	0.896458334
305	208.645741	0.8970451966
306	208.5037098	0.8971853174
307	208.3538184	0.8973330894
308	208.2760794	0.8974096873
309	208.1581555	0.8975258257
310	208.0200066	0.8976617992
311	207.7429411	0.8979342298
312	207.5051422	0.898167761
313	207.3480571	0.8983218803
314	207.3156067	0.8983537035
315	207.0915314	0.8985733118
316	207.020563	0.8986428159
317	206.8687744	0.8987913928
318	206.7844545	0.8988738814
319	206.6073127	0.8990470664
320	205.9447728	0.8996934917
321	205.7406928	0.8998921898
322	205.6374679	0.8999926175
323	205.5435697	0.9000839273
324	205.4795668	0.9001461422
325	205.3182863	0.9003028308
326	204.6315879	0.900968601
327	204.4428843	0.9011511629
328	204.34534	0.9012454664
329	204.2317474	0.9013552283
330	204.1273131	0.9014560869
331	203.968442	0.9016094195
332	203.7669192	0.9018037452
333	203.5036866	0.9020572874
334	203.3895681	0.902167103
335	203.3220779	0.9022320195
336	203.2947042	0.9022583432
337	203.192193	0.9023568906
338	203.0505405	0.9024929841
339	202.9828776	0.9025579582
340	202.716153	0.9028138725
341	202.6877652	0.90284109
342	202.1039434	0.9033999968
343	202.0376276	0.9034633806
344	201.8945508	0.9036000607
345	201.3870604	0.9040840813
346	201.2369446	0.9042270212
347	201.0064597	0.904446281
348	200.8740663	0.9045721129
349	200.6952432	0.9047419419
350	200.5915742	0.9048403274
351	200.4676914	0.90495783
352	200.362751	0.9050573089
353	200.1652996	0.9052443429
354	200.0710703	0.9053335358
355	199.9909858	0.9054093069
356	199.8778767	0.9055162721
357	199.7901433	0.9055991984
358	199.710886	0.9056740816
359	199.6430965	0.9057381063
360	199.5122416	0.9058616327
361	199.3655055	0.9060000544
362	199.2552149	0.9061040287
363	199.2139263	0.9061429379
364	198.7441332	0.9065850899
365	198.6190469	0.9067026404
366	198.5625168	0.9067557407
367	198.4315814	0.9068786738
368	198.337262	0.9069671784
369	198.0355801	0.9072499792
370	197.9268894	0.9073517619
371	197.729728	0.9075362498
372	197.6139704	0.9076444809
373	197.5277498	0.9077250543
374	197.3808269	0.907862273
375	197.3088469	0.9079294616
376	197.1850322	0.908044977
377	196.8114996	0.9083930325
378	196.7349333	0.9084642951
379	196.5989032	0.9085908339
380	196.4964017	0.9086861257
381	196.3728047	0.9088009632
382	195.9616909	0.9091824206
383	195.7493266	0.9093791526
384	195.6417319	0.9094787457
385	195.5701546	0.9095449696
386	195.5041194	0.9096060445
387	195.3765679	0.9097239563
388	195.1946875	0.909891958
389	194.7300947	0.910320389
390	194.6199447	0.9104218157
391	194.3388429	0.9106803956
392	194.2723862	0.9107414732
393	194.1864567	0.9108204164
394	193.9359174	0.9110503869
395	193.7960742	0.9111786201
396	193.6721724	0.9112921581
397	193.5530368	0.9114012601
398	193.2511473	0.9116774239
399	193.017209	0.9118911305
400	192.8871102	0.9120098661
401	192.746567	0.9121380437
402	192.6114231	0.912261209
403	192.5499571	0.9123171983
404	192.4014496	0.9124523999
405	192.2786493	0.9125641188
406	192.0909457	0.9127347465
407	192.0022098	0.9128153517
408	191.9533498	0.9128597189
409	191.8874404	0.9129195498
410	191.791254	0.9130068287
411	191.6456309	0.9131388828
412	191.5369191	0.9132373994
413	191.4167355	0.9133462471
414	191.2347433	0.9135109434
415	190.985148	0.9137365632
416	190.9171138	0.9137980111
417	190.852864	0.9138560208
418	190.5564751	0.9141233712
419	190.4975495	0.9141764742
420	190.378382	0.9142838159
421	190.3623436	0.9142982577
422	190.2711066	0.9143803883
423	190.1230577	0.9145135768
424	189.8998668	0.9147141689
425	189.779521	0.9148222316
426	189.7062547	0.9148879863
427	189.501737	0.9150714018
428	189.3543908	0.9152034221
429	189.0697586	0.9154581582
430	188.6394742	0.9158425205
431	188.4702452	0.9159934486
432	188.3777255	0.9160759057
433	188.2466481	0.9161926575
434	188.1943484	0.9162392187
435	188.0746582	0.9163457272
436	187.8209636	0.9165712582
437	187.7120848	0.9166679565
438	187.6150996	0.9167540445
439	187.4886901	0.9168661841
440	187.409022	0.9169368199
441	187.3528182	0.9169866336
442	187.0222168	0.9172793446
443	186.8847695	0.9174008869
444	186.840908	0.9174396541
445	186.7337206	0.9175343538
446	186.6884712	0.9175743152
447	186.5850338	0.9176656281
448	186.4621599	0.9177740335
449	186.3885876	0.9178389084
450	186.2675505	0.9179455814
451	186.1749932	0.9180271076
452	186.0563183	0.9181315796
453	186.0379648	0.9181477305
454	185.9680175	0.9182092692
455	185.6847632	0.9184582361
456	185.6304755	0.918505909
457	185.5145993	0.9186076194
458	185.4535704	0.9186611621
459	185.3479913	0.9187537484
460	185.2780928	0.9188150161
461	185.1900615	0.9188921447
462	184.8710581	0.9191713324
463	184.7455144	0.9192810748
464	184.6220409	0.9193889347
465	184.4891647	0.9195049277
466	184.3698935	0.9196089733
467	184.279703	0.9196876058
468	184.0624151	0.91987689
469	183.6880917	0.9202024476
470	183.6474226	0.9202377785
471	183.5211371	0.9203474381
472	183.3944501	0.9204573705
473	183.2982223	0.9205408213
474	183.2009844	0.9206251035
475	183.1560063	0.9206640738
476	183.1059181	0.9207074603
477	182.9244694	0.9208645322
478	182.8095248	0.920963954
479	182.6971297	0.9210611102
480	182.6086235	0.9211375743
481	182.5402099	0.9211966543
482	182.3686103	0.921344745
483	182.2643541	0.9214346503
484	182.2066916	0.9214843535
485	182.1521052	0.9215313908
486	182.1016361	0.9215748675
487	182.0604122	0.921610371
488	181.9378276	0.9217158978
489	181.8774423	0.9217678543
490	181.7579092	0.9218706516
491	181.7337823	0.9218913923
492	181.6297164	0.9219808211
493	181.5637019	0.9220375239
494	181.3724387	0.9222016922
495	181.3105659	0.9222547628
496	181.2600406	0.9222980869
497	181.1343359	0.9224058229
498	180.9630919	0.9225524682
499	180.8601351	0.9226405688
500	180.7250717	0.9227560673
501	180.6708042	0.9228024493
502	180.5686551	0.9228897178
503	180.4490846	0.9229918071
504	180.3514744	0.9230750965
505	180.0667575	0.9233177842
506	179.9881431	0.9233847261
507	179.8354993	0.9235146223
508	179.7922292	0.923551424
509	179.7118019	0.9236198049
510	179.5007382	0.92379911
511	179.3612872	0.9239174623
512	179.2307233	0.9240281888
513	179.2271609	0.9240312088
514	179.0902349	0.9241472418
515	179.0101459	0.9242150691
516	178.9492194	0.9242666475
517	178.8775054	0.9243273357
518	178.7909933	0.9244005145
519	178.6823756	0.9244923417
520	178.6439295	0.9245248314
521	178.5419165	0.9246110056
522	178.2007534	0.9248988413
523	178.1356726	0.9249536868
524	178.0162467	0.9250542783
525	177.8841133	0.9251654947
526	177.7877858	0.9252465212
527	177.5730943	0.9254269526
528	177.4411525	0.9255377312
529	177.2780581	0.9256745517
530	177.1868734	0.925750992
531	177.0759206	0.9258439511
532	176.9982868	0.92590896
533	176.888897	0.9260005122
534	176.7918261	0.926081707
535	176.7323948	0.9261313962
536	176.6715834	0.926182222
537	176.5930928	0.9262477981
538	176.5049135	0.9263214339
539	176.1823757	0.9265904623
540	176.1246761	0.9266385375
541	176.0678369	0.9266858805
542	175.9896211	0.9267510037
543	175.7931609	0.9269144506
544	175.6400381	0.9270417159
545	175.6006877	0.9270744034
546	175.5202654	0.9271411856
547	175.430429	0.9272157491
548	175.3177114	0.9273092498
549	175.2591742	0.9273577834
550	175.1846493	0.9274195491
551	175.1291935	0.9274654934
552	175.0962148	0.9274928089
553	174.9647561	0.9276016419
554	174.9147714	0.9276430021
555	174.8912551	0.9276624568
556	174.7544566	0.9277755762
557	174.7059041	0.9278157032
558	174.6588944	0.9278545446
559	174.4882586	0.927995443
560	174.4244705	0.9280480792
561	174.3806549	0.9280842234
562	174.3565217	0.9281041274
563	174.2343145	0.9282048764
564	174.1272079	0.9282931181
565	174.1071949	0.9283096001
566	174.0369544	0.928367433
567	173.9814332	0.92841313
568	173.8567207	0.9285157223
569	173.7682632	0.9285884456
570	173.7180492	0.9286297113
571	173.6247464	0.9287063558
572	173.5595539	0.9287598843
573	173.4559372	0.9288449209
574	173.3604246	0.9289232618
575	173.0448268	0.9291818126
576	172.9325999	0.92927364
577	172.8746234	0.9293210547
578	172.8218542	0.929364197
579	172.7340237	0.929435975
580	172.6564293	0.9294993574
581	172.6079	0.9295389836
582	172.5462904	0.9295892745
583	172.5086681	0.9296199761
584	172.4468576	0.929670402
585	172.4150156	0.929696372
586	172.3157417	0.9297773081
587	172.1961747	0.929874727
588	172.0979847	0.9299546781
589	171.9824995	0.9300486535
590	171.9363386	0.930086199
591	171.8136079	0.9301859744
592	171.753807	0.9302345644
593	171.7163327	0.9302650048
594	171.5997587	0.9303596554
595	171.5159617	0.9304276535
596	171.4243375	0.930501965
597	171.3798105	0.9305380642
598	171.3309709	0.9305776489
599	171.1717562	0.9307066148
600	171.0874721	0.9307748374
601	170.986024	0.9308569086
602	170.8400213	0.9309749389
603	170.8086609	0.9310002779
604	170.7433193	0.9310530585
605	170.6923457	0.9310942191
606	170.654165	0.9311250415
607	170.5494644	0.9312095286
608	170.5084315	0.9312426255
609	170.4540784	0.9312864543
610	170.4308308	0.9313051961
611	170.3508493	0.9313696566
612	170.3049399	0.9314066433
613	170.2757045	0.9314301914
614	170.237457	0.9314609924
615	170.179936	0.9315073014
616	169.9101899	0.93172426
617	169.8780114	0.9317501183
618	169.8296649	0.93178896
619	169.7459221	0.931856213
620	169.7186263	0.9318781268
621	169.6655619	0.9319207182
622	169.5907743	0.9319807229
623	169.5418797	0.9320199385
624	169.5269308	0.9320319259
625	169.4188729	0.9321185451
626	169.3533242	0.932171062
627	169.2388435	0.9322627341
628	169.2174827	0.9322798321
629	169.1599523	0.9323258712
630	169.0656621	0.9324012936
631	169.0102162	0.932445625
632	168.9265752	0.932512472
633	168.8557456	0.9325690542
634	168.7553347	0.9326492266
635	168.6847508	0.9327055554
636	168.6603962	0.9327249858
637	168.5041404	0.9328495823
638	168.473799	0.9328737627
639	168.4567037	0.9328873848
640	168.4344002	0.9329051549
641	168.3892363	0.9329411317
642	168.3212655	0.9329952577
643	168.2361864	0.9330629766
644	168.2005372	0.9330913415
645	168.0973258	0.9331734294
646	168.0684068	0.9331964208
647	168.0265977	0.9332296531
648	168.0118148	0.9332414013
649	167.9590251	0.9332833462
650	167.9196136	0.9333146526
651	167.8787952	0.9333470688
652	167.8453441	0.9333736283
653	167.7869716	0.9334199623
654	167.7615008	0.933440175
655	167.7214697	0.9334719362
656	167.708022	0.933482604
657	167.6081295	0.9335618204
658	167.5353957	0.9336194697
659	167.4679951	0.9336728697
660	167.3301054	0.9337820495
661	167.2540729	0.9338422129
662	167.2103126	0.9338768274
663	167.1770597	0.9339031244
664	167.05859	0.93399677
665	167.0361988	0.9340144619
666	167.0053394	0.9340388409
667	166.9479864	0.9340841379
668	166.9153284	0.934109924
669	166.8899926	0.9341299252
670	166.8421458	0.9341676893
671	166.7373875	0.9342503341
672	166.7065055	0.9342746872
673	166.5657203	0.9343856517
674	166.4714687	0.9344598867
675	166.262953	0.9346239698
676	166.2031045	0.9346710273
677	166.1218023	0.9347349261
678	166.1077354	0.9347459787
679	166.0783276	0.9347690819
680	165.9936364	0.9348355936
681	165.8618173	0.9349390494
682	165.7276304	0.9350442791
683	165.6006253	0.9351437983
684	165.4763788	0.9352410822
685	165.405777	0.9352963302
686	165.3478953	0.9353416068
687	165.22661	0.9354364279
688	165.1837911	0.9354698872
689	165.1444126	0.9355006504
690	165.0850198	0.9355470354
691	165.0522411	0.935572628
692	165.0217606	0.9355964216
693	164.9634776	0.9356419062
694	164.8361455	0.9357412214
695	164.774842	0.9357890089
696	164.7499996	0.935808369
697	164.7290696	0.935824678
698	164.6874734	0.935857084
699	164.6526357	0.9358842185
700	164.5450818	0.9359679542
701	164.4133458	0.9360704423
702	164.3775471	0.9360982787
703	164.2522386	0.9361956689
704	164.1820687	0.9362501727
705	164.1138162	0.9363031649
706	164.028794	0.9363691464
707	163.9575587	0.9364244023
708	163.8130377	0.9365364308
709	163.7155385	0.9366119536
710	163.6931258	0.9366293081
711	163.608486	0.9366948245
712	163.5421964	0.9367461131
713	163.4596014	0.9368099881
714	163.370596	0.9368787846
715	163.3055089	0.9369290698
716	163.2676843	0.9369582832
717	163.2047748	0.9370068557
718	163.1036657	0.9370848829
719	163.0428853	0.9371317647
720	163.0160258	0.9371524766
721	162.9663254	0.9371907928
722	162.9530761	0.9372010052
723	162.9021136	0.937240279
724	162.8091794	0.9373118663
725	162.7231606	0.9373780903
726	162.68399	0.9374082352
727	162.6052665	0.9374687974
728	162.5519692	0.9375097826
729	162.5077823	0.9375437517
730	162.4194623	0.9376116209
731	162.2842997	0.9377154147
732	162.2006846	0.937779581
733	162.1830692	0.9377930948
734	162.1708109	0.9378024981
735	162.1200912	0.9378413971
736	162.085333	0.9378680476
737	162.0113231	0.9379247749
738	161.9635583	0.9379613719
739	161.8817129	0.9380240564
740	161.8402944	0.9380557662
741	161.7734863	0.9381068971
742	161.7228375	0.9381456466
743	161.6753579	0.9381819605
744	161.5385843	0.9382865095
745	161.4956454	0.9383193135
746	161.4390142	0.9383625647
747	161.354501	0.9384270821
748	161.2911468	0.9384754246
749	161.250162	0.9385066879
750	161.1764693	0.938562881
751	161.1566805	0.9385779663
752	161.0310448	0.9386736966
753	160.9835668	0.9387098539
754	160.8362683	0.9388219624
755	160.7491012	0.9388882567
756	160.7176118	0.938912197
757	160.557784	0.9390336358
758	160.5561875	0.9390348481
759	160.4720849	0.939098701
760	160.3376764	0.939200678
761	160.2409524	0.9392740104
762	160.1916147	0.9393113994
763	160.1859786	0.9393156698
764	160.1687135	0.9393287504
765	160.1498094	0.9393430711
766	160.0805152	0.9393955503
767	160.0205283	0.9394409623
768	159.9831899	0.9394692201
769	159.9553187	0.9394903088
770	159.912822	0.9395224568
771	159.8442029	0.9395743479
772	159.8172643	0.9395947133
773	159.7757506	0.9396260906
774	159.743999	0.939650084
775	159.684084	0.9396953462
776	159.6331256	0.9397338289
777	159.5796521	0.9397741978
778	159.4652562	0.9398605135
779	159.4152637	0.9398982151
780	159.3428053	0.9399528384
781	159.3002223	0.9399849283
782	159.2683803	0.9400089183
783	159.2517234	0.9400214659
784	159.1841386	0.9400723636
785	159.1348844	0.9401094431
786	159.0345879	0.9401849126
787	159.0181736	0.9401972593
788	158.9903911	0.9402181541
789	158.9449511	0.9402523209
790	158.9009213	0.9402854181
791	158.8605039	0.9403157917
792	158.7454403	0.9404022196
793	158.6914986	0.9404427154
794	158.6533459	0.9404713496
795	158.5388519	0.9405572376
796	158.4713464	0.9406078481
797	158.42028	0.9406461194
798	158.3439863	0.9407032742
799	158.3002125	0.9407360545
800	158.1653935	0.9408369577
801	158.0988222	0.9408867504
802	158.0474915	0.9409251292
803	157.9581737	0.9409918807
804	157.9152785	0.9410239248
805	157.9072607	0.9410299135
806	157.9002127	0.9410351774
807	157.8501693	0.9410725471
808	157.8412875	0.9410791783
809	157.8150092	0.9410987956
810	157.7898903	0.9411175442
811	157.7492319	0.9411478853
812	157.6776889	0.9412012549
813	157.5807361	0.9412735409
814	157.5317284	0.9413100632
815	157.3443075	0.941449631
816	157.3010554	0.9414818162
817	157.2521223	0.9415182181
818	157.2215117	0.941540984
819	157.1962947	0.9415597352
820	157.0593996	0.9416614767
821	157.0034469	0.9417030357
822	156.9079201	0.9417739543
823	156.8691553	0.9418027208
824	156.8135144	0.9418439981
825	156.7841507	0.9418657758
826	156.6954181	0.9419315598
827	156.6047533	0.9419987377
828	156.5625138	0.9420300218
829	156.5275103	0.9420559402
830	156.5009418	0.942075609
831	156.4536019	0.9421106467
832	156.4090935	0.9421435791
833	156.3323106	0.9422003698
834	156.2676064	0.9422482052
835	156.2217165	0.9422821192
836	156.1518825	0.9423337096
837	156.0954069	0.9423754146
838	156.0351233	0.9424199148
839	155.9738226	0.9424651484
840	155.9270081	0.9424996806
841	155.8715158	0.9425406005
842	155.8343513	0.9425679973
843	155.7374122	0.942639428
844	155.659325	0.942696935
845	155.6122104	0.9427316185
846	155.5801454	0.9427552172
847	155.5030157	0.942811962
848	155.4161491	0.9428758365
849	155.3571008	0.9429192354
850	155.3285736	0.9429401962
851	155.2738858	0.9429803682
852	155.22175	0.9430186523
853	155.2041013	0.9430316091
854	155.1484448	0.9430724597
855	155.121368	0.9430923282
856	155.0503233	0.9431444431
857	154.9929618	0.9431865032
858	154.9462267	0.94322076
859	154.9073418	0.9432492548
860	154.8527273	0.9432892641
861	154.782614	0.9433406067
862	154.6565935	0.9434328308
863	154.6175768	0.9434613687
864	154.5911833	0.9434806695
865	154.5709072	0.9434954946
866	154.5048605	0.943543772
867	154.4306144	0.9435980182
868	154.3721445	0.9436407195
869	154.3346569	0.9436680886
870	154.226609	0.9437469357
871	154.166399	0.9437908494
872	154.1340643	0.9438144254
873	154.0888011	0.9438474196
874	153.9109215	0.9439769895
875	153.8828967	0.9439973895
876	153.8342323	0.9440328048
877	153.7756534	0.9440754204
878	153.6989619	0.9441311883
879	153.6655308	0.9441554897
880	153.6166852	0.9441909867
881	153.5789497	0.9442184019
882	153.5540927	0.9442364572
883	153.4739196	0.944294672
884	153.4318922	0.9443251766
885	153.3728871	0.94436799
886	153.2789026	0.94443615
887	153.2394526	0.9444647476
888	153.1722156	0.9445134715
889	153.1353738	0.9445401601
890	153.0414426	0.9446081759
891	152.9899092	0.9446454736
892	152.9410884	0.9446807965
893	152.8941887	0.9447147187
894	152.8477543	0.9447482942
895	152.7681389	0.9448058383
896	152.6967899	0.9448573822
897	152.6499709	0.944891192
898	152.5764943	0.9449442315
899	152.5238371	0.9449822266
900	152.4795247	0.9450141903
901	152.4363947	0.9450452922
902	152.3829041	0.9450838531
903	152.3254501	0.9451252562
904	152.3115337	0.9451352824
905	152.2741645	0.9451622009
906	152.1919338	0.9452214116
907	152.1014013	0.9452865631
908	152.0542561	0.9453204757
909	152.01613	0.945347893
910	151.9444529	0.9453994189
911	151.8300229	0.9454816277
912	151.8162689	0.9454915047
913	151.7456287	0.9455422186
914	151.7309368	0.9455527632
915	151.7149521	0.9455642345
916	151.6736487	0.9455938701
917	151.5974511	0.9456485213
918	151.5729316	0.9456661015
919	151.5249514	0.9457004948
920	151.4906099	0.9457251048
921	151.4710649	0.9457391087
922	151.409357	0.9457833105
923	151.3856905	0.9458002582
924	151.3586929	0.9458195881
925	151.3143762	0.9458513106
926	151.2106485	0.9459255242
927	151.1482626	0.9459701348
928	151.1194973	0.9459906978
929	151.0723854	0.9460243677
930	151.0160178	0.9460646385
931	150.9546082	0.9461084944
932	150.886556	0.9461570734
933	150.8463688	0.9461857507
934	150.826893	0.9461996457
935	150.7441705	0.9462586442
936	150.6976602	0.9462918017
937	150.6164755	0.946349654
938	150.5689527	0.9463835044
939	150.5418099	0.9464028334
940	150.4694089	0.9464543746
941	150.3965442	0.9465062209
