iter	Passed	Remaining
130	4901	32514
131	4926	32397
132	4950	32273
133	4972	32136
134	5010	32103
135	5090	32342
136	5131	32325
137	5153	32192
138	5178	32075
139	5206	31979
140	5247	31968
141	5334	32233
142	5377	32224
143	5402	32114
144	5427	32005
145	5451	31885
146	5474	31769
147	5505	31695
148	5587	31912
149	5612	31805
150	5637	31696
151	5695	31774
152	5764	31913
153	5789	31806
154	5816	31711
155	5863	31723
156	5953	31967
157	5984	31891
158	6007	31774
159	6031	31665
160	6057	31564
161	6085	31479
162	6151	31588
163	6200	31607
164	6226	31511
165	6257	31435
166	6297	31414
167	6349	31444
168	6373	31339
169	6397	31235
170	6423	31139
171	6434	30976
172	6458	30871
173	6498	30847
174	6550	30879
175	6576	30790
176	6600	30689
177	6624	30593
178	6697	30717
179	6754	30771
180	6783	30692
181	6808	30601
182	6838	30529
183	6931	30741
184	6973	30720
185	6998	30626
186	7021	30528
187	7044	30426
188	7068	30330
189	7091	30234
190	7116	30143
191	7145	30069
192	7215	30171
193	7265	30186
194	7288	30089
195	7313	30001
196	7344	29935
197	7411	30020
198	7439	29944
199	7464	29856
200	7490	29774
201	7554	29844
202	7584	29778
203	7611	29699
204	7634	29607
205	7662	29534
206	7749	29687
207	7796	29686
208	7821	29600
209	7843	29505
210	7867	29420
211	7877	29280
212	7901	29195
213	7976	29297
214	8059	29428
215	8089	29360
216	8111	29269
217	8142	29208
218	8238	29378
219	8303	29439
220	8329	29361
221	8352	29271
222	8375	29183
223	8399	29098
224	8423	29015
225	8448	28933
226	8471	28849
227	8495	28764
228	8522	28693
229	8546	28611
230	8570	28530
231	8598	28464
232	8622	28382
233	8645	28301
234	8685	28272
235	8720	28230
236	8790	28299
237	8824	28254
238	8848	28173
239	8873	28099
240	8900	28031
241	8913	27919
242	8938	27845
243	8985	27839
244	9066	27938
245	9115	27939
246	9140	27864
247	9164	27788
248	9188	27712
249	9213	27639
250	9235	27560
251	9261	27491
252	9316	27508
253	9367	27512
254	9392	27441
255	9417	27371
256	9458	27343
257	9551	27469
258	9585	27423
259	9607	27343
260	9632	27273
261	9684	27278
262	9740	27295
263	9767	27230
264	9793	27164
265	9816	27088
266	9846	27031
267	9880	26987
268	9906	26920
269	9940	26876
270	10020	26955
271	10053	26906
272	10075	26832
273	10098	26758
274	10121	26683
275	10158	26648
276	10207	26643
277	10239	26593
278	10263	26523
279	10297	26479
280	10390	26585
281	10453	26614
282	10477	26546
283	10503	26480
284	10527	26411
285	10550	26339
286	10572	26266
287	10596	26196
288	10624	26139
289	10705	26210
290	10799	26311
291	10831	26262
292	10856	26196
293	10883	26134
294	10910	26073
295	10934	26007
296	10966	25956
297	11024	25969
298	11086	25992
299	11124	25958
300	11149	25891
301	11177	25833
302	11246	25870
303	11280	25826
304	11304	25760
305	11338	25715
306	11383	25695
307	11408	25632
308	11434	25570
309	11509	25617
310	11554	25597
311	11578	25532
312	11600	25462
313	11621	25389
314	11649	25332
315	11684	25291
316	11749	25315
317	11835	25382
318	11860	25319
319	11884	25254
320	11909	25192
321	11933	25126
322	11981	25111
323	12073	25189
324	12105	25143
325	12128	25076
326	12153	25014
327	12217	25031
328	12279	25043
329	12311	24995
330	12332	24926
331	12357	24863
332	12380	24798
333	12405	24736
334	12428	24670
335	12451	24607
336	12475	24544
337	12498	24480
338	12529	24430
339	12603	24466
340	12681	24507
341	12706	24446
342	12729	24382
343	12753	24321
344	12783	24269
345	12837	24264
346	12873	24225
347	12896	24162
348	12920	24100
349	12944	24040
350	12968	23979
351	12995	23922
352	13018	23861
353	13041	23798
354	13066	23741
355	13100	23698
356	13188	23754
357	13255	23771
358	13282	23715
359	13306	23656
360	13373	23671
361	13416	23646
362	13440	23585
363	13463	23523
364	13486	23462
365	13510	23402
366	13535	23345
367	13562	23291
368	13595	23247
369	13681	23296
370	13726	23272
371	13753	23218
372	13778	23160
373	13802	23103
374	13828	23046
375	13851	22988
376	13871	22922
377	13887	22852
378	13912	22796
379	13982	22813
380	14050	22828
381	14077	22775
382	14099	22714
383	14131	22669
384	14183	22657
385	14217	22615
386	14240	22556
387	14267	22503
388	14289	22444
389	14314	22389
390	14343	22340
391	14421	22367
392	14464	22341
393	14489	22286
394	14522	22243
395	14546	22187
396	14570	22131
397	14607	22095
398	14693	22131
399	14764	22147
400	14804	22113
401	14885	22143
402	14915	22096
403	14938	22038
404	14978	22005
405	15032	21992
406	15082	21975
407	15112	21927
408	15137	21873
409	15174	21836
410	15260	21869
411	15339	21892
412	15362	21834
413	15384	21776
414	15408	21720
415	15432	21665
416	15456	21609
417	15506	21590
418	15574	21596
419	15682	21657
420	15720	21620
421	15743	21562
422	15766	21506
423	15792	21454
424	15869	21470
425	15916	21446
426	15946	21399
427	15974	21349
428	15996	21291
429	16018	21233
430	16042	21179
431	16102	21171
432	16179	21186
433	16207	21136
434	16229	21080
435	16252	21023
436	16275	20967
437	16316	20935
438	16420	20983
439	16465	20955
440	16489	20901
441	16516	20851
442	16570	20834
443	16667	20871
444	16704	20834
445	16729	20780
446	16753	20726
447	16785	20682
448	16845	20672
449	16885	20638
450	16907	20581
451	16931	20527
452	16957	20476
453	17044	20498
454	17089	20470
455	17115	20418
456	17141	20367
457	17199	20353
458	17262	20346
459	17304	20314
460	17334	20267
461	17359	20215
462	17383	20162
463	17438	20144
464	17501	20135
465	17524	20082
466	17549	20029
467	17579	19983
468	17616	19945
469	17682	19940
470	17749	19934
471	17774	19883
472	17798	19830
473	17824	19780
474	17848	19727
475	17872	19674
476	17896	19622
477	17933	19584
478	18021	19601
479	18094	19602
480	18120	19552
481	18145	19501
482	18169	19448
483	18193	19396
484	18218	19345
485	18243	19294
486	18315	19293
487	18377	19280
488	18403	19231
489	18425	19177
490	18450	19126
491	18474	19075
492	18500	19025
493	18524	18974
494	18551	18925
495	18623	18924
496	18674	18900
497	18700	18850
498	18722	18797
499	18745	18745
500	18769	18695
501	18813	18663
502	18861	18636
503	18888	18588
504	18911	18537
505	18942	18493
506	18991	18467
507	19069	18468
508	19115	18439
509	19144	18393
510	19169	18344
511	19194	18294
512	19216	18242
513	19239	18191
514	19263	18141
515	19307	18109
516	19358	18085
517	19384	18037
518	19408	17987
519	19446	17951
520	19494	17923
521	19521	17875
522	19542	17824
523	19567	17775
524	19596	17730
525	19652	17710
526	19696	17678
527	19726	17634
528	19750	17585
529	19780	17541
530	19822	17507
531	19907	17512
532	19960	17488
533	19987	17442
534	20011	17392
535	20035	17344
536	20132	17358
537	20198	17344
538	20222	17296
539	20246	17247
540	20270	17198
541	20300	17154
542	20331	17111
543	20356	17063
544	20383	17017
545	20408	16970
546	20439	16927
547	20467	16881
548	20489	16832
549	20514	16784
550	20539	16737
551	20563	16689
552	20587	16640
553	20615	16596
554	20641	16550
555	20676	16511
556	20710	16471
557	20735	16425
558	20762	16379
559	20788	16334
560	20814	16287
561	20843	16244
562	20865	16195
563	20890	16149
564	20916	16104
565	20943	16059
566	20968	16013
567	20995	15968
568	21020	15922
569	21043	15874
570	21072	15832
571	21097	15786
572	21130	15746
573	21159	15703
574	21184	15658
575	21211	15614
576	21238	15570
577	21263	15524
578	21293	15483
579	21319	15438
580	21345	15393
581	21378	15354
582	21406	15311
583	21433	15267
584	21457	15222
585	21480	15175
586	21521	15142
587	21604	15138
588	21678	15127
589	21712	15088
590	21740	15045
591	21765	15000
592	21790	14955
593	21814	14910
594	21838	14864
595	21869	14824
596	21905	14787
597	21963	14765
598	22032	14749
599	22060	14706
600	22082	14660
601	22107	14615
602	22131	14571
603	22169	14535
604	22252	14528
605	22308	14504
606	22334	14460
607	22357	14414
608	22379	14368
609	22414	14330
610	22485	14315
611	22538	14289
612	22565	14245
613	22589	14201
614	22617	14158
615	22678	14137
616	22760	14128
617	22795	14090
618	22821	14047
619	22844	14001
620	22868	13956
621	22894	13913
622	22917	13868
623	22940	13823
624	22964	13778
625	22989	13734
626	23012	13690
627	23041	13648
628	23125	13640
629	23200	13625
630	23229	13584
631	23254	13540
632	23311	13515
633	23406	13511
634	23445	13476
635	23472	13433
636	23495	13388
637	23518	13344
638	23553	13306
639	23647	13301
640	23719	13284
641	23744	13240
642	23769	13196
643	23795	13154
644	23811	13105
645	23835	13061
646	23859	13017
647	23900	12982
648	23977	12967
649	24045	12947
650	24069	12903
651	24104	12865
652	24164	12840
653	24193	12799
654	24217	12755
655	24240	12711
656	24266	12669
657	24289	12624
658	24338	12594
659	24437	12588
660	24479	12554
661	24502	12510
662	24526	12466
663	24550	12423
664	24584	12384
665	24628	12351
666	24678	12320
667	24769	12310
668	24806	12273
669	24832	12231
670	24858	12188
671	24901	12154
672	24959	12127
673	24986	12085
674	25010	12041
675	25041	12002
676	25121	11985
677	25181	11959
678	25205	11916
679	25229	11872
680	25265	11834
681	25345	11818
682	25424	11800
683	25449	11757
684	25471	11713
685	25494	11669
686	25546	11639
687	25636	11625
688	25667	11585
689	25691	11542
690	25715	11499
691	25750	11461
692	25833	11444
693	25886	11414
694	25910	11370
695	25938	11329
696	25962	11286
697	25986	11243
698	26010	11200
699	26048	11163
700	26114	11138
701	26180	11113
702	26207	11072
703	26230	11028
704	26254	10985
705	26278	10943
706	26301	10900
707	26324	10856
708	26347	10813
709	26375	10773
710	26436	10745
711	26463	10704
712	26486	10661
713	26510	10619
714	26542	10579
715	26596	10549
716	26690	10534
717	26714	10492
718	26738	10450
719	26762	10407
720	26786	10365
721	26812	10323
722	26835	10281
723	26880	10247
724	26964	10227
725	27002	10190
726	27024	10148
727	27050	10106
728	27097	10073
729	27133	10035
730	27202	10010
731	27281	9988
732	27303	9945
733	27326	9902
734	27348	9860
735	27375	9819
736	27432	9789
737	27457	9747
738	27485	9707
739	27554	9681
740	27662	9668
741	27689	9628
742	27720	9588
743	27745	9546
744	27772	9505
745	27794	9463
746	27817	9421
747	27843	9380
748	27869	9339
749	27896	9298
750	27938	9263
751	27964	9222
752	27986	9180
753	28009	9138
754	28032	9096
755	28067	9058
756	28139	9033
757	28209	9006
758	28235	8965
759	28252	8921
760	28273	8879
761	28297	8838
762	28320	8796
763	28343	8755
764	28370	8715
765	28447	8690
766	28478	8651
767	28507	8611
768	28530	8570
769	28560	8530
770	28609	8497
771	28635	8456
772	28658	8415
773	28683	8375
774	28711	8335
775	28757	8300
776	28811	8268
777	28861	8235
778	28889	8195
779	28912	8154
780	28935	8113
781	28962	8073
782	29025	8044
783	29107	8019
784	29133	7979
785	29157	7938
786	29181	7897
787	29205	7857
788	29238	7819
789	29288	7785
790	29335	7751
791	29368	7712
792	29440	7684
793	29478	7648
794	29504	7608
795	29527	7567
796	29589	7536
797	29621	7498
798	29645	7457
799	29672	7418
800	29697	7377
801	29721	7337
802	29743	7296
803	29768	7257
804	29792	7216
805	29844	7183
806	29874	7144
807	29898	7104
808	29920	7064
809	29943	7023
810	29986	6988
811	30088	6966
812	30149	6934
813	30173	6894
814	30195	6854
815	30219	6814
816	30243	6774
817	30268	6734
818	30292	6694
819	30319	6655
820	30377	6623
821	30429	6589
822	30454	6549
823	30494	6513
824	30596	6490
825	30661	6458
826	30690	6420
827	30714	6380
828	30739	6340
829	30762	6300
830	30786	6261
831	30810	6221
832	30833	6181
833	30880	6146
834	30978	6121
835	31071	6095
836	31097	6056
837	31121	6016
838	31146	5976
839	31190	5940
840	31270	5911
841	31303	5874
842	31326	5834
843	31348	5794
844	31376	5755
845	31398	5715
846	31420	5675
847	31442	5635
848	31470	5597
849	31500	5558
850	31566	5526
851	31658	5499
852	31694	5462
853	31719	5422
854	31742	5383
855	31767	5343
856	31790	5304
857	31817	5265
858	31905	5237
859	31951	5201
860	31974	5161
861	31997	5122
862	32023	5083
863	32055	5045
864	32078	5006
865	32101	4967
866	32125	4928
867	32153	4889
868	32190	4852
869	32257	4820
870	32299	4783
871	32322	4744
872	32346	4705
873	32370	4666
874	32391	4627
875	32416	4588
876	32442	4550
877	32526	4519
878	32603	4488
879	32625	4448
880	32650	4410
881	32673	4371
882	32707	4333
883	32771	4300
884	32868	4270
885	32897	4232
886	32920	4193
887	32943	4155
888	32965	4116
889	32988	4077
890	33023	4039
891	33101	4007
892	33142	3971
893	33166	3932
894	33188	3893
895	33212	3854
896	33236	3816
897	33258	3777
898	33292	3740
899	33385	3709
900	33422	3672
901	33447	3634
902	33470	3595
903	33493	3556
904	33515	3518
905	33542	3480
906	33619	3447
907	33659	3410
908	33681	3371
909	33704	3333
910	33729	3295
911	33752	3256
912	33775	3218
913	33820	3182
914	33896	3148
915	33919	3110
916	33947	3072
917	34003	3037
918	34101	3005
919	34126	2967
920	34150	2929
921	34173	2891
922	34197	2852
923	34220	2814
924	34243	2776
925	34268	2738
926	34293	2700
927	34381	2667
928	34425	2630
929	34447	2592
930	34469	2554
931	34494	2516
932	34537	2480
933	34647	2448
934	34694	2411
935	34718	2373
936	34744	2336
937	34766	2298
938	34801	2260
939	34867	2225
940	34921	2189
941	34945	2151
942	34968	2113
943	34991	2075
944	35042	2039
945	35115	2004
946	35147	1967
947	35170	1929
948	35192	1891
949	35216	1853
950	35239	1815
951	35262	1777
952	35292	1740
953	35426	1708
954	35468	1671
955	35491	1633
956	35512	1595
957	35535	1557
958	35557	1520
959	35581	1482
960	35606	1445
961	35644	1407
962	35721	1372
963	35756	1335
964	35780	1297
965	35804	1260
966	35835	1222
967	35891	1186
968	35918	1149
969	35942	1111
970	35964	1074
971	35996	1036
972	36088	1001
973	36144	964
974	36169	927
975	36201	890
976	36314	854
977	36371	818
978	36395	780
979	36417	743
980	36440	705
981	36462	668
982	36497	631
983	36590	594
984	36668	558
985	36694	521
986	36716	483
987	36739	446
988	36763	408
989	36793	371
990	36866	334
991	36940	297
992	36965	260
993	36994	223
994	37062	186
995	37128	149
996	37153	111
997	37179	74
998	37202	37
999	37226	0
