iter	Passed	Remaining
369	18077	30781
370	18169	30804
371	18262	30830
372	18335	30821
373	18363	30737
374	18392	30654
375	18434	30594
376	18531	30622
377	18565	30549
378	18589	30458
379	18625	30388
380	18706	30391
381	18758	30347
382	18810	30302
383	18840	30223
384	18866	30136
385	18933	30116
386	19005	30104
387	19033	30021
388	19057	29932
389	19085	29851
390	19168	29856
391	19268	29885
392	19307	29821
393	19331	29733
394	19370	29668
395	19423	29625
396	19520	29648
397	19599	29645
398	19624	29559
399	19647	29470
400	19673	29387
401	19745	29372
402	19842	29394
403	19917	29383
404	19950	29309
405	19976	29226
406	20052	29215
407	20126	29202
408	20225	29225
409	20275	29176
410	20302	29095
411	20335	29022
412	20395	28988
413	20474	28980
414	20546	28963
415	20578	28889
416	20605	28808
417	20651	28753
418	20734	28750
419	20833	28770
420	20865	28696
421	20889	28611
422	20912	28525
423	20935	28440
424	20972	28375
425	21049	28362
426	21127	28351
427	21185	28313
428	21271	28312
429	21343	28292
430	21367	28209
431	21391	28126
432	21441	28076
433	21523	28069
434	21557	28000
435	21582	27918
436	21606	27836
437	21653	27783
438	21703	27735
439	21729	27655
440	21751	27572
441	21784	27501
442	21868	27495
443	21896	27419
444	21920	27339
445	21954	27271
446	22040	27266
447	22085	27212
448	22135	27164
449	22220	27158
450	22261	27098
451	22332	27076
452	22409	27060
453	22452	27002
454	22553	27014
455	22595	26955
456	22621	26878
457	22660	26816
458	22743	26807
459	22843	26815
460	22878	26749
461	22901	26669
462	22925	26589
463	22951	26512
464	23025	26491
465	23124	26498
466	23218	26500
467	23254	26435
468	23280	26358
469	23367	26351
470	23416	26300
471	23444	26226
472	23519	26205
473	23613	26203
474	23640	26129
475	23664	26050
476	23695	25980
477	23777	25966
478	23806	25894
479	23840	25826
480	23866	25752
481	23888	25673
482	23912	25596
483	23940	25523
484	24018	25504
485	24101	25490
486	24192	25483
487	24237	25429
488	24263	25354
489	24360	25355
490	24401	25296
491	24426	25220
492	24451	25145
493	24483	25078
494	24529	25025
495	24627	25024
496	24724	25023
497	24825	25025
498	24852	24952
499	24875	24875
500	24897	24798
501	24919	24720
502	24959	24661
503	24996	24599
504	25021	24525
505	25099	24504
506	25191	24495
507	25293	24497
508	25332	24436
509	25355	24361
510	25378	24285
511	25413	24222
512	25489	24197
513	25575	24182
514	25685	24188
515	25766	24168
516	25791	24095
517	25851	24054
518	25915	24017
519	25989	23989
520	26023	23925
521	26055	23859
522	26137	23838
523	26237	23834
524	26288	23784
525	26339	23735
526	26432	23723
527	26507	23695
528	26535	23625
529	26558	23551
530	26589	23485
531	26669	23460
532	26758	23445
533	26799	23387
534	26824	23314
535	26854	23247
536	26902	23195
537	26998	23184
538	27028	23117
539	27058	23049
540	27147	23032
541	27243	23021
542	27283	22962
543	27310	22892
544	27358	22840
545	27404	22787
546	27480	22758
547	27566	22737
548	27594	22668
549	27631	22607
550	27686	22561
551	27774	22541
552	27872	22529
553	27903	22463
554	27937	22400
555	28023	22378
556	28130	22372
557	28199	22337
558	28224	22266
559	28250	22196
560	28285	22134
561	28379	22118
562	28436	22072
563	28464	22004
564	28486	21932
565	28538	21883
566	28634	21866
567	28744	21861
568	28792	21809
569	28816	21738
570	28844	21671
571	28895	21620
572	28925	21555
573	28985	21511
574	29053	21474
575	29145	21454
576	29233	21431
577	29272	21371
578	29314	21314
579	29401	21290
580	29496	21271
581	29529	21208
582	29552	21137
583	29575	21067
584	29611	21006
585	29673	20963
586	29766	20942
587	29836	20905
588	29863	20838
589	29885	20768
590	29908	20697
591	29977	20660
592	30040	20617
593	30083	20562
594	30165	20532
595	30221	20486
596	30247	20418
597	30277	20353
598	30344	20314
599	30426	20284
600	30478	20234
601	30504	20167
602	30526	20097
603	30553	20031
604	30637	20002
605	30735	19983
606	30766	19919
607	30790	19851
608	30833	19796
609	30912	19763
610	31001	19737
611	31040	19679
612	31087	19626
613	31194	19611
614	31245	19560
615	31270	19493
616	31296	19427
617	31343	19374
618	31382	19316
619	31408	19250
620	31431	19182
621	31458	19117
622	31522	19075
623	31615	19050
624	31691	19015
625	31714	18947
626	31736	18880
627	31762	18814
628	31843	18782
629	31905	18738
630	31931	18673
631	31954	18606
632	31996	18551
633	32091	18526
634	32171	18492
635	32201	18429
636	32229	18366
637	32255	18301
638	32280	18236
639	32307	18173
640	32334	18109
641	32359	18044
642	32385	17980
643	32416	17919
644	32441	17855
645	32465	17790
646	32490	17726
647	32516	17663
648	32573	17617
649	32604	17556
650	32639	17497
651	32679	17442
652	32714	17384
653	32741	17322
654	32768	17259
655	32794	17197
656	32822	17135
657	32849	17073
658	32882	17015
659	32909	16953
660	32937	16892
661	32961	16829
662	33000	16774
663	33025	16711
664	33050	16649
665	33075	16587
666	33099	16524
667	33125	16463
668	33169	16411
669	33195	16349
670	33228	16292
671	33255	16231
672	33287	16173
673	33315	16113
674	33346	16055
675	33370	15994
676	33402	15936
677	33429	15876
678	33452	15814
679	33477	15754
680	33513	15698
681	33582	15658
682	33685	15634
683	33767	15600
684	33794	15540
685	33817	15479
686	33845	15420
687	33872	15360
688	33937	15318
689	34038	15292
690	34076	15238
691	34099	15177
692	34123	15116
693	34182	15071
694	34283	15045
695	34366	15010
696	34396	14952
697	34421	14892
698	34445	14832
699	34489	14781
700	34578	14749
701	34685	14724
702	34767	14688
703	34801	14632
704	34825	14572
705	34848	14511
706	34910	14467
707	35014	14440
708	35058	14389
709	35081	14329
710	35118	14274
711	35194	14236
712	35295	14207
713	35333	14153
714	35355	14092
715	35380	14033
716	35431	13984
717	35518	13950
718	35610	13917
719	35702	13884
720	35742	13830
721	35778	13776
722	35836	13729
723	35867	13673
724	35955	13638
725	36017	13593
726	36043	13534
727	36067	13475
728	36120	13427
729	36194	13386
730	36295	13356
731	36330	13301
732	36353	13241
733	36385	13185
734	36444	13139
735	36469	13081
736	36507	13027
737	36571	12983
738	36661	12947
739	36716	12900
740	36739	12841
741	36762	12782
742	36795	12727
743	36855	12681
744	36955	12649
745	36996	12596
746	37022	12538
747	37045	12480
748	37086	12428
749	37160	12386
750	37239	12346
751	37267	12290
752	37293	12232
753	37316	12174
754	37342	12117
755	37416	12076
756	37478	12030
757	37511	11975
758	37600	11939
759	37707	11907
760	37754	11857
761	37781	11800
762	37812	11745
763	37880	11701
764	37990	11670
765	38043	11621
766	38066	11564
767	38100	11509
768	38197	11474
769	38250	11425
770	38277	11368
771	38320	11317
772	38411	11279
773	38488	11238
774	38513	11181
775	38537	11124
776	38578	11072
777	38688	11039
778	38731	10987
779	38758	10931
780	38852	10894
781	38915	10848
782	38940	10792
783	38964	10735
784	38988	10678
785	39013	10621
786	39043	10566
787	39066	10510
788	39089	10453
789	39117	10398
790	39165	10348
791	39207	10296
792	39278	10253
793	39379	10216
794	39409	10162
795	39432	10105
796	39465	10052
797	39547	10010
798	39633	9970
799	39729	9932
800	39764	9879
801	39789	9823
802	39813	9767
803	39895	9725
804	39992	9687
805	40022	9633
806	40046	9577
807	40068	9521
808	40091	9465
809	40122	9411
810	40205	9369
811	40302	9331
812	40347	9280
813	40372	9225
814	40415	9174
815	40505	9133
816	40564	9085
817	40593	9031
818	40672	8988
819	40754	8946
820	40786	8892
821	40851	8846
822	40947	8806
823	41006	8758
824	41031	8703
825	41057	8648
826	41133	8604
827	41226	8563
828	41280	8515
829	41305	8460
830	41347	8408
831	41452	8370
832	41507	8321
833	41531	8266
834	41566	8213
835	41637	8168
836	41735	8127
837	41804	8081
838	41834	8027
839	41858	7973
840	41883	7918
841	41949	7871
842	42045	7830
843	42153	7791
844	42209	7742
845	42233	7687
846	42258	7633
847	42280	7578
848	42323	7527
849	42397	7481
850	42499	7441
851	42538	7389
852	42563	7335
853	42632	7288
854	42730	7246
855	42799	7199
856	42828	7146
857	42852	7092
858	42882	7038
859	42950	6991
860	43018	6944
861	43091	6898
862	43162	6851
863	43189	6798
864	43216	6744
865	43246	6691
866	43341	6648
867	43373	6595
868	43399	6542
869	43422	6488
870	43449	6435
871	43505	6386
872	43585	6340
873	43687	6298
874	43722	6246
875	43749	6192
876	43822	6146
877	43897	6099
878	43983	6054
879	44023	6003
880	44051	5950
881	44075	5896
882	44098	5843
883	44128	5790
884	44221	5746
885	44321	5702
886	44355	5650
887	44378	5597
888	44401	5543
889	44425	5490
890	44471	5440
891	44527	5391
892	44621	5346
893	44696	5299
894	44740	5248
895	44775	5197
896	44855	5150
897	44942	5104
898	44995	5055
899	45020	5002
900	45086	4953
901	45158	4906
902	45198	4855
903	45299	4810
904	45372	4762
905	45395	4709
906	45419	4657
907	45450	4605
908	45486	4553
909	45523	4502
910	45594	4454
911	45693	4409
912	45756	4360
913	45778	4307
914	45801	4254
915	45823	4202
916	45902	4154
917	45962	4105
918	45988	4053
919	46012	4001
920	46039	3949
921	46094	3899
922	46199	3854
923	46240	3803
924	46278	3752
925	46343	3703
926	46438	3656
927	46474	3605
928	46501	3553
929	46525	3501
930	46588	3452
931	46689	3406
932	46736	3356
933	46760	3304
934	46785	3252
935	46812	3200
936	46876	3151
937	46945	3103
938	47031	3055
939	47077	3004
940	47101	2953
941	47134	2902
942	47198	2852
943	47288	2805
944	47321	2754
945	47345	2702
946	47391	2652
947	47437	2602
948	47502	2552
949	47598	2505
950	47636	2454
951	47663	2403
952	47730	2353
953	47807	2305
954	47836	2254
955	47861	2202
956	47922	2153
957	48025	2105
958	48112	2056
959	48143	2005
960	48167	1954
961	48194	1903
962	48273	1854
963	48317	1804
964	48342	1753
965	48370	1702
966	48406	1651
967	48492	1603
968	48593	1554
969	48676	1505
970	48712	1454
971	48736	1403
972	48782	1353
973	48866	1304
974	48958	1255
975	48987	1204
976	49012	1153
977	49040	1103
978	49085	1052
979	49200	1004
980	49303	954
981	49358	904
982	49391	854
983	49416	803
984	49446	752
985	49474	702
986	49500	651
987	49530	601
988	49554	551
989	49578	500
990	49612	450
991	49687	400
992	49790	350
993	49842	300
994	49867	250
995	49891	200
996	49932	150
997	50008	100
998	50054	50
999	50081	0
